//X Y Z Planarity_(0.155122) Surface_variation_(0.155122) Verticality_(0.155122)
-6.82959986 -16.47909927 21.69759941 nan nan nan
-5.40350008 -14.57919979 18.43129921 0.433931 0.127008 0.234470
-8.61330032 -14.33660030 25.63409996 nan nan nan
-9.66919994 -15.88840008 -1.35469997 0.395166 0.054812 0.076474
-4.27470016 -14.52820015 -0.28529999 0.249809 0.149576 0.228810
-4.93419981 -14.06289959 -0.31240001 0.126018 0.102914 0.732286
-6.95039988 -16.46929932 3.25020003 0.638821 0.043449 0.965640
-6.96610022 -16.41749954 0.20250000 0.606784 0.060984 0.991536
-7.21280003 -16.26180077 -0.26100001 0.580266 0.064759 0.976190
-7.23199987 -16.30500031 0.35260001 0.852594 0.049769 0.947426
-6.94029999 -16.48670006 2.64940000 0.647475 0.059809 0.913336
-7.05789995 -16.35210037 3.34139991 0.618152 0.082976 0.959203
-7.11240005 -16.34070015 4.00549984 0.826970 0.063777 0.973014
-6.95190001 -16.48069954 5.22879982 0.512092 0.053227 0.996133
-7.05189991 -16.24720001 -0.39800000 0.574515 0.065698 0.943205
-7.06010008 -16.30130005 1.29480004 0.700146 0.056491 0.960592
-5.89309978 -17.31749916 8.51509953 0.065827 0.078642 0.476374
-6.99870014 -16.40460014 4.15929985 0.608069 0.094837 0.998543
-7.04080009 -16.35820007 4.16839981 0.745118 0.088981 0.960377
-7.05200005 -16.35099983 5.99919987 0.406735 0.119500 0.884176
-7.03830004 -16.43230057 8.69180012 0.616062 0.106080 0.953246
-7.22609997 -16.45190048 8.78740025 0.489337 0.118342 0.726729
-4.94710016 -15.30490017 8.82590008 0.009418 0.219644 0.657059
-5.09219980 -15.49489975 8.96360016 0.308947 0.231031 0.886061
-5.17170000 -15.30449963 8.88059998 0.298050 0.175484 0.564762
-5.36950016 -16.39010048 11.78839970 0.386254 0.140033 0.681250
-5.43139982 -16.37890053 11.79839993 0.465005 0.132538 0.568578
-5.96829987 -17.43840027 11.82110023 0.503923 0.155571 0.625167
-7.27570009 -18.41230011 12.80109978 0.508451 0.172440 0.594952
-7.16890001 -16.36770058 4.79820013 0.643548 0.055997 0.929326
-7.04180002 -16.38120079 7.85150003 0.438840 0.080333 0.972460
-7.13840008 -16.36429977 6.58970022 0.664441 0.059076 0.945708
-7.04300022 -16.52519989 10.00430012 0.343428 0.124907 0.956408
-7.23649979 -16.42160034 7.90939999 0.530611 0.144888 0.961884
-5.28170013 -17.67049980 15.98449993 0.314577 0.230446 0.254475
-4.91169977 -16.22940063 11.96749973 0.259720 0.165636 0.661192
-5.65030003 -17.80229950 15.07250023 0.232085 0.165557 0.130402
-5.83249998 -19.01679993 15.07769966 0.251429 0.219392 0.660369
-6.05140018 -17.30649948 15.66520023 0.088002 0.184740 0.080005
-5.66039991 -15.37740040 12.96269989 0.166512 0.239423 0.258565
-6.02820015 -17.54960060 11.27169991 0.256774 0.129924 0.846821
-5.80240011 -16.35079956 9.75650024 0.332387 0.160531 0.674816
-6.29150009 -15.80239964 13.34819984 0.303553 0.165213 0.151532
-7.04860020 -17.02109909 15.43470001 0.301768 0.076905 0.725193
-6.70739985 -16.04220009 13.56809998 0.314731 0.144909 0.092847
-7.15259981 -16.40119934 13.89420033 0.223929 0.153193 0.847674
-7.01910019 -16.42729950 11.31470013 0.508540 0.124651 0.988715
-7.21199989 -16.41570091 11.30720043 0.638211 0.092267 0.962140
-7.14249992 -16.40250015 10.51539993 0.539354 0.108185 0.910035
-7.62709999 -17.31030083 11.93649960 0.379583 0.080151 0.182658
-8.15670013 -17.53919983 12.98890018 0.299979 0.216007 0.668160
-8.22780037 -17.53639984 12.98789978 0.259804 0.243410 0.623272
-8.28540039 -17.49500084 12.95769978 0.154120 0.248068 0.951705
-7.99109983 -16.99150085 10.10770035 0.311646 0.169090 0.878970
-7.06120014 -16.34700012 4.01730013 0.644991 0.061730 0.969019
-9.49790001 -16.69540024 14.24460030 0.110562 0.167926 0.030844
-9.17080021 -15.03759956 13.71350002 nan nan nan
-9.85900021 -16.79759979 14.35050011 0.409641 0.156478 0.643226
-10.26720047 -17.13260078 13.66409969 0.181831 0.203057 0.703975
-10.36110020 -17.27449989 11.92179966 0.249385 0.108882 0.316530
-3.89499998 -16.43589973 19.28149986 0.227873 0.178459 0.043070
-3.97569990 -16.46159935 19.27599907 0.191253 0.095525 0.458674
-4.05310011 -16.49250031 19.27899933 0.269107 0.101518 0.545451
-5.20440006 -16.53890038 18.79540062 nan nan nan
-7.08220005 -16.27779961 24.14679909 0.066535 0.003556 0.021871
-5.44740009 -15.45829964 17.30229950 nan nan nan
-5.10480022 -17.47769928 16.11610031 0.203863 0.130726 0.752087
-4.89130020 -18.00880051 15.59099960 0.274471 0.044708 0.542531
-4.65530014 -18.16440010 14.74030018 0.281313 0.192827 0.355815
-6.49310017 -16.12809944 19.06220055 0.436500 0.123497 0.570458
-5.83090019 -16.37109947 16.98130035 0.754342 0.080658 0.495262
-5.41540003 -17.61940002 16.12610054 0.604385 0.143180 0.090136
-4.96049976 -18.34499931 14.77289963 0.033957 0.255621 0.472740
-6.94990015 -16.69230080 19.61860085 nan nan nan
-6.96320009 -16.47590065 19.31529999 0.618585 0.140932 0.540213
-6.50780010 -16.10169983 17.62770081 0.180664 0.136686 0.899525
-5.95739985 -17.47629929 15.74219990 0.150877 0.264653 0.694792
-5.76679993 -17.76020050 14.97859955 0.082339 0.196770 0.736958
-4.92859983 -16.16769981 11.94760036 0.200486 0.203500 0.317045
-5.12400007 -16.28219986 11.95979977 0.538712 0.130813 0.508657
-7.67490005 -15.69680023 17.90800095 nan nan nan
-7.10879993 -16.42539978 16.46279907 0.319401 0.177532 0.779535
-6.53380013 -16.96290016 14.96070004 0.474101 0.074716 0.807205
-7.11520004 -15.16030025 14.96010017 0.201749 0.193693 0.083912
-6.40670013 -16.18899918 13.19769955 0.527863 0.071071 0.234825
-4.90869999 -15.32639980 8.95160007 0.104528 0.107429 0.765974
-5.47139978 -16.07679939 9.97910023 0.197727 0.116644 0.201035
-7.27689981 -15.30690002 13.95400047 0.066481 0.242427 0.365204
-6.55660009 -17.60470009 12.43550014 0.432005 0.114491 0.303713
-6.63409996 -17.67130089 12.45660019 0.283546 0.127425 0.184708
-6.05679989 -17.89319992 11.02070045 0.449614 0.134515 0.402675
-7.02619982 -18.47550011 12.95030022 0.152305 0.240004 0.338888
-6.26049995 -17.72290039 10.80990028 0.492638 0.140623 0.783537
-6.66450024 -17.46089935 11.33339977 0.123387 0.167932 0.704890
-7.64060020 -16.37269974 12.82079983 0.067295 0.068502 0.082559
-6.71150017 -17.83729935 10.69069958 0.467849 0.129961 0.684077
-7.99660015 -17.70960045 12.87959957 0.270896 0.227269 0.639768
-8.05189991 -17.67609978 12.82419968 0.266663 0.206727 0.047304
-7.02990007 -16.42620087 10.36839962 0.597462 0.092417 0.980684
-7.00559998 -17.36809921 10.22019958 0.072711 0.093565 0.840531
-7.10640001 -16.39430046 8.67039967 0.578594 0.097462 0.971317
-10.26700020 -17.02330017 14.48130035 0.606668 0.078071 0.618894
-10.02639961 -17.11389923 12.42560005 0.322703 0.223491 0.802887
-5.26859999 -16.47830009 22.07379913 0.276569 0.139325 0.291844
-4.84940004 -16.49780083 18.96529961 0.199163 0.122739 0.211126
-5.78459978 -16.77580070 20.11300087 nan nan nan
-5.50139999 -17.23830032 19.32959938 0.090480 0.262679 0.458604
-6.28520012 -15.60509968 17.86359978 0.367049 0.198405 0.188179
-5.89890003 -16.03380013 17.29829979 0.327127 0.162414 0.395209
-5.96379995 -16.05730057 17.26510048 0.414324 0.169288 0.221500
-4.95130014 -17.76650047 16.01469994 0.210211 0.151619 0.629997
-5.01249981 -17.74830055 15.93999958 0.032636 0.263378 0.626917
-5.14249992 -17.85180092 15.93280029 0.212775 0.116824 0.544406
-7.62020016 -15.86520004 18.53389931 0.190154 0.154512 0.721711
-7.32340002 -16.71829987 18.42130089 0.402146 0.082169 0.993567
-5.03739977 -18.12190056 14.99590015 0.288717 0.164656 0.793143
-7.04190016 -16.39159966 16.62619972 0.131249 0.116640 0.965304
-5.37430000 -18.04590034 14.61890030 0.386612 0.168531 0.583207
-5.78590012 -15.67199993 13.01010036 0.546132 0.144565 0.275743
-6.87699986 -14.16539955 13.74899960 0.251734 0.163780 0.449069
-5.97679996 -15.86639977 13.03709984 0.629491 0.101952 0.338500
-7.09910011 -14.26509953 13.65320015 0.506308 0.137787 0.135317
-7.06290007 -17.50620079 15.09549999 0.299293 0.208220 0.264714
-8.87969971 -14.24219990 16.10070038 0.124487 0.120189 0.985251
-5.66669989 -16.52370071 11.73980045 0.463866 0.141279 0.608756
-6.31220007 -16.84779930 12.56289959 0.592173 0.114299 0.319873
-7.91610003 -16.49650002 14.39859962 0.120642 0.051610 0.062402
-7.51510000 -16.53610039 13.50710011 0.112685 0.066448 0.143128
-6.75519991 -17.45319939 12.73960018 0.277986 0.239787 0.616450
-8.06379986 -17.57740021 14.17059994 0.208075 0.130400 0.059702
-7.96320009 -18.11129951 13.50629997 0.309957 0.191893 0.100399
-6.72410011 -17.41920090 11.55729961 0.046234 0.211811 0.727807
-8.11509991 -17.62719917 12.82199955 0.095718 0.230291 0.073004
-9.88739967 -17.12019920 14.59570026 0.445409 0.089472 0.434893
-7.04559994 -16.41869926 10.30770016 0.538809 0.106921 0.929131
-10.12740040 -16.86310005 13.96809959 0.256326 0.235697 0.882234
-8.08899975 -16.99600029 9.76710033 0.359865 0.177783 0.571568
-9.64350033 -15.15089989 -1.26289999 0.363113 0.101785 0.015768
-8.83930016 -14.84809971 -1.31550002 0.337755 0.188657 0.006337
-7.18949986 -16.24970055 -0.59289998 0.647690 0.051084 0.926145
-7.23140001 -16.42000008 5.93050003 0.736316 0.082674 0.974648
-7.16090012 -16.38470078 5.15640020 0.645757 0.100860 0.954062
-7.00719976 -16.43479919 4.35370016 0.793462 0.081291 0.947526
-7.07690001 -16.26219940 0.53469998 0.652795 0.052831 0.984478
-7.31809998 -16.31859970 0.03470000 0.590994 0.028158 0.933331
-7.05740023 -16.26090050 -0.73420000 0.669186 0.071087 0.909171
-7.02239990 -16.29739952 -0.76400000 0.619101 0.085674 0.973903
-6.99039984 -16.35339928 -0.79729998 0.598022 0.104234 0.886467
-7.25190020 -16.40010071 6.67710018 0.689570 0.042234 0.937912
-7.04559994 -16.41259956 7.24970007 0.516263 0.091524 0.938307
-7.06440020 -17.89959908 9.22459984 0.367581 0.101373 0.774619
-7.27019978 -16.40060043 4.84089994 0.588386 0.074022 0.989053
-7.03000021 -16.38529968 5.35820007 0.680789 0.091548 0.968081
-7.23120022 -16.34760094 3.08759999 0.605800 0.067369 0.950523
-7.00339985 -16.38800049 2.46630001 0.722474 0.080451 0.957987
-9.79860020 -17.08839989 12.64509964 0.241819 0.243011 0.450425
-9.50279999 -17.10630035 12.59770012 0.255312 0.220835 0.845412
-7.25729990 -16.42530060 4.98120022 0.630214 0.063175 0.986266
-7.08519983 -16.32169914 2.71409988 0.770542 0.076099 0.995526
-7.19379997 -16.39550018 8.04920006 0.655078 0.054437 0.970521
-7.04010010 -16.36450005 4.38369989 0.702320 0.075636 0.991232
-7.14970016 -16.37829971 10.88440037 0.443961 0.081658 0.931914
-6.95970011 -16.47030067 2.73440003 0.764737 0.054780 0.997751
-6.95580006 -16.54039955 3.85619998 0.627324 0.053435 0.976767
-6.98859978 -16.48760033 8.74730015 0.253720 0.140539 0.900758
-7.05499983 -17.03870010 10.51439953 0.204839 0.127516 0.454684
-7.12290001 -17.68149948 9.37430000 0.068481 0.104540 0.414810
-7.18260002 -18.42849922 13.11849976 0.263598 0.212521 0.562358
-6.56869984 -17.46739960 11.51710033 0.586184 0.153347 0.496671
-6.54689980 -17.70630074 10.85789967 0.063920 0.245224 0.610662
-6.46890020 -17.66399956 10.82359982 0.177491 0.215319 0.141179
-4.90380001 -16.27630043 11.31490040 0.365494 0.202432 0.899671
-4.84509993 -16.32080078 11.34049988 0.353911 0.148625 0.932435
-7.11339998 -16.34099960 4.10069990 0.800518 0.059000 0.998509
-9.99059963 -17.03890038 12.71790028 0.202039 0.205653 0.536027
-7.08379984 -16.34869957 4.71159983 0.636921 0.061787 0.936666
-7.23680019 -16.40180016 5.30439997 0.678278 0.068193 0.951562
-9.95619965 -16.91279984 13.60330009 0.408586 0.112813 0.671754
-7.09009981 -16.36170006 9.38360023 0.352711 0.100531 0.971101
-7.26739979 -16.44260025 10.16899967 0.600340 0.087872 0.935162
-8.02050018 -17.70199966 12.69830036 0.277073 0.184213 0.055264
-7.84499979 -16.41900063 13.53689957 0.014954 0.088518 0.340852
-6.85500002 -17.83799934 10.41399956 0.097845 0.216347 0.820989
-6.73540020 -17.34900093 12.70149994 0.282591 0.233031 0.909447
-6.07800007 -17.22940063 11.86550045 0.378867 0.218091 0.722162
-5.95970011 -16.20560074 12.83510017 0.370747 0.150997 0.354802
-5.49690008 -16.58119965 11.51299953 0.303866 0.197709 0.595585
-5.58080006 -16.29520035 12.11730003 0.731191 0.073198 0.449836
-6.13149977 -17.52050018 14.99489975 0.513566 0.178102 0.268744
-5.09180021 -16.01040077 12.01029968 0.344360 0.157508 0.243361
-4.70410013 -16.31719971 11.51980019 0.569976 0.158751 0.656383
-7.11950016 -16.31769943 2.57690001 0.771361 0.075267 0.922728
-6.99049997 -16.49250031 4.14970016 0.531480 0.097408 0.978894
-7.03200006 -16.42499924 6.31680012 0.557646 0.109455 0.996336
-7.15350008 -16.38850021 6.99599981 0.642222 0.100963 0.991982
-7.02299976 -16.45079994 7.12650013 0.500721 0.096357 0.856624
-7.24870014 -16.41399956 7.76210022 0.436374 0.107251 0.932863
-7.91330004 -17.00370026 9.51420021 0.137775 0.212094 0.872114
-9.63510036 -17.05859947 12.57009983 0.278426 0.222960 0.909231
-7.12470007 -18.02249908 8.96300030 0.384399 0.091436 0.423069
-7.01830006 -16.45870018 8.81110001 0.537134 0.155232 0.941187
-9.43080044 -16.83189964 13.69750023 0.253780 0.171137 0.758996
-7.04379988 -16.45019913 10.63580036 0.502495 0.140382 0.983274
-8.21100044 -17.43799973 12.85210037 0.228181 0.229608 0.748914
-6.22209978 -17.80699921 10.39949989 0.342749 0.149423 0.469367
-7.84670019 -16.59749985 13.41959953 0.046764 0.089105 0.526045
-6.26270008 -17.63260078 11.22490025 0.311371 0.199412 0.600224
-7.41590023 -17.73299980 13.77229977 0.223910 0.178131 0.887264
-5.85930014 -16.65010071 11.70460033 0.171298 0.196352 0.967061
-5.66820002 -16.51939964 11.73490047 0.510975 0.142944 0.628520
-7.00850010 -17.52029991 15.14029980 0.595832 0.154651 0.098006
-6.91820002 -14.16399956 13.64640045 0.165347 0.206755 0.274738
-4.99289989 -16.42569923 11.18430042 0.188219 0.189062 0.885282
-5.31029987 -16.34569931 11.85669994 0.426688 0.137421 0.475082
-5.96770000 -15.84370041 12.96090031 0.721148 0.084825 0.387622
-5.51620007 -15.46329975 12.93420029 0.206821 0.217220 0.273239
-5.32130003 -18.15399933 14.65130043 0.236282 0.229340 0.935116
-6.00649977 -17.42270088 15.88239956 0.447702 0.184585 0.321999
-6.43050003 -16.22879982 16.85190010 0.365686 0.128261 0.565246
-4.49009991 -16.45120049 19.08499908 0.363952 0.139410 0.597936
-8.74839973 -15.30949974 -1.28160000 0.556751 0.070205 0.103200
-7.03889990 -16.30730057 0.78609997 0.700675 0.090694 0.971432
-7.11600018 -16.29199982 1.64950001 0.741319 0.056467 0.974175
-7.00540018 -16.40010071 2.85689998 0.697769 0.077079 0.949676
-7.15000010 -16.32469940 3.61069989 0.705822 0.050964 0.963412
-7.06360006 -16.35239983 3.75209999 0.656661 0.077213 0.947072
-7.18130016 -16.36289978 5.69290018 0.438142 0.096354 0.962526
-7.00619984 -16.44350052 6.01259995 0.610118 0.106554 0.979532
-7.16160011 -16.36319923 6.84740019 0.659732 0.042445 0.989421
-7.01609993 -16.46290016 9.68169975 0.705136 0.098457 0.961149
-7.07229996 -17.04920006 10.21759987 0.355098 0.030301 0.736950
-9.50049973 -17.05380058 12.55949974 0.138964 0.245978 0.884252
-10.01140022 -16.90769958 13.33010006 0.730103 0.037803 0.012457
-7.16949987 -16.36580086 10.74540043 0.377711 0.092701 0.916386
-5.28009987 -15.38109970 8.88269997 0.237001 0.223191 0.445458
-6.23629999 -17.68740082 10.79629993 0.228162 0.123787 0.903349
-6.49459982 -17.42550087 11.58860016 0.342064 0.136806 0.434269
-7.06519985 -16.40139961 12.57059956 0.376301 0.132170 0.654013
-5.50810003 -16.31809998 12.07789993 0.673494 0.084129 0.564109
-6.53009987 -16.16099930 13.26039982 0.694926 0.061902 0.310260
-5.26160002 -15.96819973 12.12660027 0.402676 0.121351 0.092092
-6.36969995 -15.95549965 13.29100037 0.612416 0.073541 0.240041
-5.49490023 -15.60309982 12.82590008 0.119880 0.234413 0.910748
-6.94490004 -16.71929932 15.13420010 0.269052 0.191942 0.060255
-5.20440006 -18.18400002 14.66590023 0.388689 0.177361 0.316559
-5.72989988 -17.71450043 14.97710037 0.598275 0.115493 0.760406
-6.48859978 -15.55469990 14.30799961 0.418666 0.185873 0.524384
-6.07579994 -17.37680054 15.81420040 0.394702 0.161328 0.417966
-5.88170004 -17.23570061 16.01090050 0.259055 0.152169 0.119647
-5.93870020 -16.21229935 16.50679970 0.487221 0.100812 0.851111
-6.07940006 -16.39459991 18.88999939 0.354899 0.131876 0.817587
-9.53499985 -15.16779995 -1.28579998 0.287180 0.228148 0.024529
-4.04269981 -15.14410019 -0.68180001 0.473035 0.174824 0.133808
-7.18459988 -16.30240059 0.26150000 0.578906 0.079436 0.972603
-7.10080004 -16.29179955 0.57959998 0.836875 0.071460 0.972298
-7.20720005 -16.34970093 2.54979992 0.647066 0.063296 0.964745
-7.09789991 -16.32329941 2.96860003 0.755225 0.066274 0.958481
-6.95499992 -16.44980049 3.75070000 0.731393 0.067511 0.999362
-7.23769999 -16.44059944 5.15920019 0.722476 0.061210 0.977896
-7.01970005 -16.35829926 6.05539989 0.421786 0.119288 0.982249
-6.95109987 -16.50009918 6.64060020 0.424038 0.050440 0.900940
-6.01779985 -17.85390091 10.28409958 0.623276 0.072770 0.355817
-6.68450022 -17.85160065 10.57069969 0.347097 0.135632 0.863491
-5.65899992 -16.34989929 9.73649979 0.074865 0.215895 0.305510
-6.95410013 -16.52599907 10.34809971 0.149972 0.218092 0.494796
-4.89499998 -15.46100044 9.11579990 0.176129 0.194531 0.352631
-5.68139982 -17.46960068 11.42650032 0.053597 0.207951 0.106824
-6.31400013 -17.47209930 11.98099995 0.097846 0.232488 0.595147
-7.22760010 -18.31360054 12.95149994 0.177216 0.169001 0.198541
-4.76999998 -16.44179916 11.01169968 0.380379 0.164779 0.292290
-6.21299982 -17.25510025 12.15170002 0.713261 0.076400 0.293094
-7.90159988 -18.15299988 13.48349953 0.239876 0.210215 0.467055
-4.71449995 -16.36459923 11.18010044 0.023465 0.139674 0.601672
-9.63640022 -16.59079933 13.68309975 0.244505 0.178575 0.953228
-6.62639999 -16.49329948 12.49689960 0.208667 0.116637 0.389814
-9.78689957 -16.97299957 14.48740005 0.391538 0.156503 0.622914
-5.83220005 -16.31749916 12.58110046 0.128893 0.116694 0.082076
-9.25020027 -15.82900047 13.99030018 0.178489 0.253208 0.453667
-6.24139977 -18.72039986 15.01360035 0.430658 0.145110 0.119346
-6.40129995 -16.14340019 13.22609997 0.778829 0.056282 0.247017
-5.57390022 -15.66829967 12.87189960 0.319450 0.185262 0.283658
-6.72730017 -17.74250031 15.09200001 0.251987 0.141118 0.438850
-4.47809982 -18.26790047 14.89990044 0.562087 0.128249 0.408275
-6.96519995 -16.15500069 14.91759968 0.080764 0.263458 0.715028
-5.73950005 -17.52449989 15.76109982 0.292783 0.164778 0.467412
-6.42810011 -17.17119980 15.86800003 0.390132 0.189871 0.733207
-6.69990015 -15.37160015 14.60599995 0.047565 0.208387 0.540095
-4.93410015 -17.73970032 16.06010056 0.116816 0.164808 0.701350
-6.33500004 -16.98119926 16.09020042 0.235951 0.133647 0.059694
-6.08830023 -16.37829971 16.41699982 0.203251 0.073333 0.103650
-5.89499998 -16.06170082 17.16749954 0.404824 0.163817 0.794936
-5.24270010 -17.41620064 19.02199936 0.059563 0.202401 0.643268
-7.39410019 -15.85330009 18.67350006 0.149106 0.022666 0.027323
-7.30880022 -15.62600040 18.63759995 0.533782 0.030639 0.195936
-7.48649979 -16.20859909 19.51910019 0.194343 0.034769 0.420634
-7.52920008 -16.36440086 19.85169983 0.349717 0.034379 0.339361
-6.56080008 -16.10239983 19.31870079 0.170152 0.128846 0.233114
-6.52670002 -16.00749969 19.32469940 0.538227 0.103297 0.291945
-5.51329994 -15.16959953 17.94650078 0.204040 0.057545 0.103959
-4.90630007 -16.40010071 19.20129967 0.239526 0.136921 0.799873
-4.05170012 -16.39459991 19.06749916 0.172382 0.180588 0.901782
-6.65770006 -16.77429962 21.16500092 0.406234 0.074278 0.907356
-5.39440012 -14.94970036 18.39780045 0.248805 0.191136 0.031699
-5.36969995 -15.16069984 19.31669998 0.093073 0.000968 0.370440
-4.37779999 -14.65050030 -0.28160000 0.459233 0.047661 0.007767
-6.95599985 -16.46949959 0.95459998 0.658283 0.038078 0.983479
-6.98050022 -16.30850029 1.42509997 0.647821 0.083741 0.998075
-7.11840010 -16.30960083 2.32430005 0.798796 0.061310 0.986220
-6.93660021 -16.52260017 4.35760021 0.647078 0.065210 0.985636
-6.94729996 -16.45569992 4.50920010 0.621080 0.075313 0.982726
-6.94829988 -16.42340088 4.55800009 0.655982 0.070297 0.957050
-7.05579996 -16.37529945 5.23210001 0.715664 0.076276 0.948948
-7.14510012 -16.38890076 5.70919991 0.671781 0.098301 0.962787
-7.20590019 -16.44809914 5.96740007 0.645795 0.109782 0.979885
-6.98089981 -16.44519997 8.04039955 0.545937 0.084100 0.967895
-6.67280006 -16.83139992 9.50969982 0.117155 0.063932 0.580027
-5.19280005 -15.41909981 8.91740036 0.051208 0.291308 0.651105
-6.32270002 -17.74600029 10.72259998 0.496935 0.169190 0.807522
-6.61439991 -18.56699944 12.00020027 nan nan nan
-5.76000023 -17.41749954 11.86569977 0.154072 0.213374 0.154242
-6.91520023 -16.49659920 11.20440006 0.449710 0.144374 0.751558
-10.02600002 -17.08959961 11.81309986 0.198203 0.088609 0.272719
-6.56470013 -17.57099915 12.43900013 0.626307 0.122050 0.373577
-6.99079990 -16.46409988 11.66189957 0.209289 0.111915 0.804941
-10.07279968 -17.03870010 12.03870010 0.138310 0.130206 0.673145
-9.40919971 -17.13170052 12.32989979 0.078451 0.235515 0.695472
-5.68730021 -16.37490082 12.01169968 0.694968 0.073553 0.470998
-4.97639990 -15.90310001 11.84980011 0.337188 0.150344 0.016138
-7.09070015 -16.39749908 12.28160000 0.398597 0.194765 0.903721
-6.52580023 -16.25720024 13.17360020 0.711132 0.096292 0.250967
-5.73969984 -15.55659962 12.95230007 0.213512 0.194597 0.087993
-7.28410006 -16.18630028 13.53009987 0.165295 0.079691 0.275668
-7.37069988 -16.41699982 13.82789993 0.216183 0.170948 0.563361
-6.98059988 -17.45989990 15.19670010 0.264589 0.217892 0.340013
-9.11369991 -16.65970039 14.73060036 0.428027 0.155827 0.762998
-4.78079987 -17.98279953 16.21080017 0.162123 0.144665 0.488831
-6.88789988 -16.73279953 15.13640022 0.291288 0.094126 0.099562
-6.71330023 -15.95969963 14.58749962 0.385218 0.148211 0.697075
-7.69350004 -16.69650078 15.38440037 0.333895 0.135048 0.375833
-7.28660011 -15.36110020 14.18350029 0.217804 0.093826 0.941051
-6.79349995 -18.96590042 18.63990021 nan nan nan
-7.00619984 -16.42580032 16.10849953 0.167169 0.169312 0.798993
-8.82579994 -16.08250046 17.50149918 0.478504 0.060899 0.279416
-6.61639977 -16.49570084 18.96120071 0.226695 0.009550 0.766578
-4.11110020 -16.33419991 19.03289986 0.261179 0.252811 0.839940
-5.58400011 -15.24870014 17.92720032 0.135213 0.040888 0.223865
-5.58659983 -15.19639969 17.98620033 0.311510 0.043765 0.578794
-6.63609982 -16.15900040 19.34049988 0.109909 0.173663 0.762764
-7.59639978 -16.35420036 19.86899948 0.401903 0.141777 0.608407
-6.05289984 -16.49040031 21.66710091 0.765380 0.000025 0.402450
-4.36579990 -14.51580048 -0.36680001 0.484758 0.078392 0.083365
-6.94990015 -16.40970039 -0.42460001 0.636122 0.039459 0.967267
-6.99860001 -16.30550003 -0.22759999 0.717045 0.110038 0.952127
-7.12690020 -16.27109909 0.10660000 0.709703 0.064439 0.968533
-7.03550005 -16.30330086 1.27199996 0.836637 0.064995 0.895869
-7.04440022 -16.35490036 3.91770005 0.612141 0.072083 0.898107
-7.06720018 -16.35000038 3.96799994 0.718201 0.076324 0.973857
-7.19600010 -16.37610054 4.23029995 0.660524 0.047326 0.940701
-7.17950010 -16.37820053 5.50629997 0.759569 0.091666 0.960873
-7.08860016 -16.37159920 8.04399967 0.616575 0.083001 0.993912
-6.38049984 -17.34129906 9.46819973 0.296075 0.079022 0.552398
-6.98040009 -16.49220085 9.26640034 0.387577 0.201084 0.696243
-6.29530001 -17.70359993 11.02470016 0.118280 0.216300 0.828172
-5.76240015 -17.40110016 11.48239994 0.247717 0.134888 0.463234
-5.88539982 -17.42440033 11.81089973 0.332544 0.187961 0.326410
-5.94729996 -17.27639961 11.94359970 0.364357 0.190923 0.165791
-6.59320021 -17.22590065 11.70689964 0.405848 0.045557 0.157289
-5.30060005 -16.31310081 11.88860035 0.493046 0.131626 0.522232
-7.07380009 -18.40270042 13.03730011 0.202367 0.188834 0.556132
-7.13999987 -18.24329948 13.18200016 0.323439 0.087877 0.544786
-5.43020010 -15.93859959 12.14169979 0.332468 0.213257 0.106502
-7.23390007 -18.18440056 13.40740013 0.304920 0.090224 0.627143
-4.51959991 -18.24449921 14.88140011 0.170338 0.088337 0.917733
-5.24130011 -18.10810089 14.54199982 0.106917 0.236479 0.555110
-6.28100014 -16.41519928 12.64700031 0.439529 0.088886 0.478349
-9.83080006 -17.12500000 12.07030010 0.518131 0.018614 0.662966
-10.00220013 -17.03260040 12.41469955 0.220020 0.159982 0.782557
-4.89699984 -17.73460007 15.86380005 0.104265 0.151237 0.104844
-4.92049980 -17.69420052 15.92119980 0.172069 0.274424 0.603400
-5.02229977 -17.32049942 16.06789970 0.445264 0.017510 0.361052
-9.91969967 -16.85409927 13.90019989 0.584852 0.133771 0.745562
-9.97679996 -16.87730026 14.01439953 0.169943 0.210902 0.618085
-6.88649988 -14.15590000 13.79109955 0.385634 0.098264 0.685597
-6.94910002 -17.14279938 19.46769905 nan nan nan
-5.20429993 -14.81949997 18.22190094 nan nan nan
-6.58379984 -16.52969933 21.07259941 nan nan nan
-6.60209990 -16.11879921 20.93829918 0.641267 0.058430 0.877685
-4.25939989 -15.56989956 -0.96820003 0.299088 0.089866 0.338059
-7.12160015 -16.30929947 2.32559991 0.806530 0.060243 0.995742
-6.99949980 -16.41090012 2.98149991 0.649559 0.093353 0.868306
-7.24100018 -16.36619949 3.24810004 0.418307 0.061141 0.992957
-7.26940012 -16.42189980 4.08090019 0.646319 0.084300 0.981493
-7.03809977 -16.36319923 4.65189981 0.785752 0.070475 0.931027
-7.03359985 -16.38710022 5.47429991 0.510788 0.087167 0.884043
-6.06969976 -17.78879929 10.31739998 0.222425 0.113559 0.130883
-5.45909977 -16.06819916 9.95610046 0.254164 0.131148 0.609090
-4.70609999 -16.35810089 11.26159954 0.384521 0.223780 0.458474
-5.03910017 -16.31110001 11.71949959 0.403821 0.149585 0.698731
-5.62139988 -16.64520073 11.53400040 0.336100 0.174467 0.305321
-7.04540014 -16.39349937 10.04339981 0.594275 0.132197 0.946018
-4.43900013 -18.29590034 14.73820019 0.067514 0.076668 0.124147
